record_id,date,time,day_of_week,day_name,weekend,holiday,location,latitude,longitude,vehicle_count,avg_speed_kmph,road_capacity,weather,temperature_c,rainfall_mm,peak_hour,accident,road_work,traffic_density,congestion_level
5733,2026-01-12,22:00,0,Monday,0,0,Mehdipatnam,17.396,78.435,93,40.60129711753479,323,Clear,20.4,0.0,0,0,0,0.288,Low
5734,2026-01-12,22:00,0,Monday,0,0,Banjara Hills,17.4156,78.4346,43,49.37707019407844,348,Cloudy,22.0,0.2,0,0,0,0.124,Low
5735,2026-01-12,22:00,0,Monday,0,0,Jubilee Hills,17.4325,78.4071,36,51.42757624391466,366,Cloudy,22.1,0.5,0,0,0,0.098,Low
5736,2026-01-12,22:00,0,Monday,0,0,Dilsukhnagar,17.3688,78.5247,72,47.40894337193926,321,Clear,21.0,0.0,0,0,0,0.224,Low
5737,2026-01-12,22:00,0,Monday,0,0,Charminar,17.3616,78.4747,48,33.74030132625046,309,Heavy Rain,20.9,40.9,0,0,0,0.155,Low
5738,2026-01-12,22:00,0,Monday,0,0,Koti,17.384,78.4867,80,44.73729676193215,293,Cloudy,21.8,0.3,0,0,0,0.273,Low
5739,2026-01-12,22:00,0,Monday,0,0,Paradise,17.443,78.4872,44,42.84965902120359,343,Clear,21.8,0.0,0,0,0,0.128,Low
5740,2026-01-12,22:00,0,Monday,0,0,Necklace Road,17.4239,78.4738,15,48.97391120574542,365,Clear,22.8,0.0,0,0,0,0.041,Low
5741,2026-01-12,23:00,0,Monday,0,0,Kukatpally,17.4849,78.4138,45,45.911695093903816,357,Cloudy,21.7,0.3,0,0,0,0.126,Low
5742,2026-01-12,23:00,0,Monday,0,0,Miyapur,17.4969,78.357,81,41.941843080728674,412,Clear,22.1,0.0,0,0,0,0.197,Low
5743,2026-01-12,23:00,0,Monday,0,0,Hitech City,17.4435,78.3772,79,45.754675715776315,314,Clear,21.2,0.0,0,0,0,0.252,Low
5744,2026-01-12,23:00,0,Monday,0,0,Madhapur,17.4483,78.3915,24,47.079670964405125,331,Clear,21.1,0.0,0,0,0,0.073,Low
5745,2026-01-12,23:00,0,Monday,0,0,Gachibowli,17.4401,78.3489,76,37.240679944723496,253,Clear,22.0,0.0,0,0,0,0.3,Low
5746,2026-01-12,23:00,0,Monday,0,0,Kondapur,17.4587,78.368,51,51.28245419653169,328,Cloudy,20.8,0.0,0,0,0,0.155,Low
5747,2026-01-12,23:00,0,Monday,0,0,Ameerpet,17.4375,78.4483,69,44.35994148929898,280,Clear,23.2,0.0,0,0,0,0.246,Low
5748,2026-01-12,23:00,0,Monday,0,0,Punjagutta,17.4254,78.449,86,37.00756865032383,295,Clear,23.1,0.0,0,0,0,0.292,Low
5749,2026-01-12,23:00,0,Monday,0,0,Begumpet,17.4447,78.4627,71,46.30618819995077,318,Clear,20.8,0.0,0,0,0,0.223,Low
5750,2026-01-12,23:00,0,Monday,0,0,Secunderabad,17.4399,78.4983,60,34.75965238404365,328,Rain,20.7,9.5,0,0,1,0.183,Low
5751,2026-01-12,23:00,0,Monday,0,0,LB Nagar,17.3457,78.5522,58,49.89005382325935,298,Cloudy,20.9,0.5,0,0,0,0.195,Low
5752,2026-01-12,23:00,0,Monday,0,0,Uppal,17.4058,78.5591,39,42.780488534368125,351,Rain,17.7,16.9,0,0,0,0.111,Low
5753,2026-01-12,23:00,0,Monday,0,0,Mehdipatnam,17.396,78.435,59,50.81915103624,327,Clear,21.9,0.0,0,0,0,0.18,Low
5754,2026-01-12,23:00,0,Monday,0,0,Banjara Hills,17.4156,78.4346,39,47.85693103873943,338,Clear,21.5,0.0,0,0,0,0.115,Low
5755,2026-01-12,23:00,0,Monday,0,0,Jubilee Hills,17.4325,78.4071,31,51.90676860409964,332,Clear,22.9,0.0,0,0,0,0.093,Low
5756,2026-01-12,23:00,0,Monday,0,0,Dilsukhnagar,17.3688,78.5247,77,45.98618563665912,333,Clear,22.4,0.0,0,0,0,0.231,Low
5757,2026-01-12,23:00,0,Monday,0,0,Charminar,17.3616,78.4747,15,50.9076643346354,339,Clear,19.3,0.0,0,0,0,0.044,Low
5758,2026-01-12,23:00,0,Monday,0,0,Koti,17.384,78.4867,39,45.9600022598947,287,Clear,23.7,0.0,0,0,0,0.136,Low
5759,2026-01-12,23:00,0,Monday,0,0,Paradise,17.443,78.4872,76,43.083807097888695,311,Cloudy,19.2,0.3,0,0,0,0.244,Low
5760,2026-01-12,23:00,0,Monday,0,0,Necklace Road,17.4239,78.4738,57,42.45120487782947,388,Cloudy,21.9,0.2,0,0,0,0.147,Low
5761,2026-01-13,00:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,70,44.70131307293877,388,Clear,17.3,0.0,0,0,0,0.18,Low
5762,2026-01-13,00:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,15,50.17317793301678,387,Clear,22.2,0.0,0,0,0,0.039,Low
5763,2026-01-13,00:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,47,41.605400430748396,291,Cloudy,21.6,0.4,0,0,0,0.162,Low
5764,2026-01-13,00:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,65,47.33515946286775,267,Rain,21.3,9.7,0,0,0,0.243,Low
5765,2026-01-13,00:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,62,43.38853971989125,325,Rain,18.7,5.0,0,0,0,0.191,Low
5766,2026-01-13,00:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,38,46.314259258548375,302,Cloudy,21.4,0.1,0,0,0,0.126,Low
5767,2026-01-13,00:00,1,Tuesday,0,0,Ameerpet,17.4375,78.4483,50,43.41938784245823,321,Cloudy,21.3,0.2,0,0,0,0.156,Low
5768,2026-01-13,00:00,1,Tuesday,0,0,Punjagutta,17.4254,78.449,61,43.56813137554793,336,Clear,20.0,0.0,0,0,0,0.182,Low
5769,2026-01-13,00:00,1,Tuesday,0,0,Begumpet,17.4447,78.4627,33,49.59580765995278,317,Cloudy,20.1,0.2,0,0,0,0.104,Low
5770,2026-01-13,00:00,1,Tuesday,0,0,Secunderabad,17.4399,78.4983,88,34.576190059336994,369,Heavy Rain,18.2,32.2,0,0,0,0.238,Low
5771,2026-01-13,00:00,1,Tuesday,0,0,LB Nagar,17.3457,78.5522,44,50.10930782493946,372,Clear,21.2,0.0,0,0,0,0.118,Low
5772,2026-01-13,00:00,1,Tuesday,0,0,Uppal,17.4058,78.5591,42,42.79473761421647,421,Rain,19.9,17.0,0,0,0,0.1,Low
5773,2026-01-13,00:00,1,Tuesday,0,0,Mehdipatnam,17.396,78.435,51,53.83432740839329,331,Cloudy,21.8,0.1,0,0,0,0.154,Low
5774,2026-01-13,00:00,1,Tuesday,0,0,Banjara Hills,17.4156,78.4346,56,42.32673597009492,326,Cloudy,20.9,0.0,0,0,0,0.172,Low
5775,2026-01-13,00:00,1,Tuesday,0,0,Jubilee Hills,17.4325,78.4071,96,41.09893851132942,315,Clear,21.7,0.0,0,0,0,0.305,Low
5776,2026-01-13,00:00,1,Tuesday,0,0,Dilsukhnagar,17.3688,78.5247,47,45.30681395763749,291,Clear,22.2,0.0,0,0,0,0.162,Low
5777,2026-01-13,00:00,1,Tuesday,0,0,Charminar,17.3616,78.4747,85,36.886471364249196,289,Rain,19.5,4.5,0,0,0,0.294,Low
5778,2026-01-13,00:00,1,Tuesday,0,0,Koti,17.384,78.4867,51,42.79922917286802,310,Rain,19.4,9.1,0,0,0,0.165,Low
5779,2026-01-13,00:00,1,Tuesday,0,0,Paradise,17.443,78.4872,58,41.60692055967174,340,Rain,18.8,10.9,0,0,0,0.171,Low
5780,2026-01-13,00:00,1,Tuesday,0,0,Necklace Road,17.4239,78.4738,45,42.36036984588898,362,Cloudy,22.1,0.3,0,1,0,0.124,Low
5781,2026-01-13,01:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,84,37.14952838820688,312,Clear,21.8,0.0,0,0,0,0.269,Low
5782,2026-01-13,01:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,27,54.65267418404693,378,Cloudy,22.4,0.1,0,0,0,0.071,Low
5783,2026-01-13,01:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,42,42.392142005040654,249,Clear,22.0,0.0,0,0,0,0.169,Low
5784,2026-01-13,01:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,54,46.39377147927107,302,Cloudy,19.5,0.1,0,0,0,0.179,Low
5785,2026-01-13,01:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,83,40.56640467355079,319,Clear,20.6,0.0,0,0,0,0.26,Low
5786,2026-01-13,01:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,77,35.14619789632995,365,Rain,17.0,7.5,0,0,0,0.211,Low
5787,2026-01-13,01:00,1,Tuesday,0,0,Ameerpet,17.4375,78.4483,87,40.37473243567965,331,Clear,22.1,0.0,0,0,0,0.263,Low
5788,2026-01-13,01:00,1,Tuesday,0,0,Punjagutta,17.4254,78.449,58,46.88217204571615,358,Clear,22.1,0.0,0,0,0,0.162,Low
5789,2026-01-13,01:00,1,Tuesday,0,0,Begumpet,17.4447,78.4627,52,41.88591897627105,348,Clear,21.8,0.0,0,0,0,0.149,Low
5790,2026-01-13,01:00,1,Tuesday,0,0,Secunderabad,17.4399,78.4983,65,40.704520982048116,298,Clear,20.0,0.0,0,0,0,0.218,Low
5791,2026-01-13,01:00,1,Tuesday,0,0,LB Nagar,17.3457,78.5522,109,35.50574390993249,345,Rain,17.2,8.6,0,0,0,0.316,Low
5792,2026-01-13,01:00,1,Tuesday,0,0,Uppal,17.4058,78.5591,35,47.38557698949971,324,Clear,18.5,0.0,0,0,0,0.108,Low
5793,2026-01-13,01:00,1,Tuesday,0,0,Mehdipatnam,17.396,78.435,85,43.782718915214446,296,Clear,23.1,0.0,0,0,0,0.287,Low
5794,2026-01-13,01:00,1,Tuesday,0,0,Banjara Hills,17.4156,78.4346,65,50.10063785400155,319,Clear,19.7,0.0,0,0,0,0.204,Low
5795,2026-01-13,01:00,1,Tuesday,0,0,Jubilee Hills,17.4325,78.4071,83,39.601673264382704,303,Clear,20.4,0.0,0,0,0,0.274,Low
5796,2026-01-13,01:00,1,Tuesday,0,0,Dilsukhnagar,17.3688,78.5247,22,50.0504169135504,302,Clear,21.4,0.0,0,0,0,0.073,Low
5797,2026-01-13,01:00,1,Tuesday,0,0,Charminar,17.3616,78.4747,59,43.0712483132082,295,Clear,23.3,0.0,0,0,0,0.2,Low
5798,2026-01-13,01:00,1,Tuesday,0,0,Koti,17.384,78.4867,48,47.61310178229516,287,Clear,21.7,0.0,0,0,0,0.167,Low
5799,2026-01-13,01:00,1,Tuesday,0,0,Paradise,17.443,78.4872,24,47.899887292784044,271,Cloudy,21.1,0.2,0,0,0,0.089,Low
5800,2026-01-13,01:00,1,Tuesday,0,0,Necklace Road,17.4239,78.4738,53,52.41545984065008,389,Clear,21.4,0.0,0,0,0,0.136,Low
5801,2026-01-13,02:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,41,48.89065127654215,315,Clear,22.2,0.0,0,0,0,0.13,Low
5802,2026-01-13,02:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,78,42.31447768346746,336,Clear,21.0,0.0,0,0,0,0.232,Low
5803,2026-01-13,02:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,77,41.10078588251423,281,Cloudy,20.0,0.0,0,0,0,0.274,Low
5804,2026-01-13,02:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,60,45.180849246057534,340,Clear,21.3,0.0,0,0,0,0.176,Low
5805,2026-01-13,02:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,94,38.953035379287265,297,Clear,22.5,0.0,0,0,0,0.316,Low
5806,2026-01-13,02:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,49,44.873615739005366,331,Cloudy,19.9,0.4,0,0,0,0.148,Low
5807,2026-01-13,02:00,1,Tuesday,0,0,Ameerpet,17.4375,78.4483,39,49.87775513743035,284,Clear,19.0,0.0,0,0,0,0.137,Low
5808,2026-01-13,02:00,1,Tuesday,0,0,Punjagutta,17.4254,78.449,55,40.17696663697164,297,Rain,21.8,2.0,0,0,0,0.185,Low
5809,2026-01-13,02:00,1,Tuesday,0,0,Begumpet,17.4447,78.4627,48,45.87958193759085,339,Cloudy,22.6,0.2,0,0,0,0.142,Low
5810,2026-01-13,02:00,1,Tuesday,0,0,Secunderabad,17.4399,78.4983,64,50.52893321035468,314,Clear,22.1,0.0,0,0,0,0.204,Low
5811,2026-01-13,02:00,1,Tuesday,0,0,LB Nagar,17.3457,78.5522,58,31.95080721170581,353,Clear,21.2,0.0,0,1,0,0.164,Low
5812,2026-01-13,02:00,1,Tuesday,0,0,Uppal,17.4058,78.5591,73,48.52647247183193,403,Clear,23.1,0.0,0,0,0,0.181,Low
5813,2026-01-13,02:00,1,Tuesday,0,0,Mehdipatnam,17.396,78.435,59,40.801681082804436,361,Rain,21.5,9.6,0,0,0,0.163,Low
5814,2026-01-13,02:00,1,Tuesday,0,0,Banjara Hills,17.4156,78.4346,15,48.791696433198865,364,Rain,21.7,9.6,0,0,0,0.041,Low
5815,2026-01-13,02:00,1,Tuesday,0,0,Jubilee Hills,17.4325,78.4071,64,36.40946273004006,343,Rain,22.1,11.7,0,0,0,0.187,Low
5816,2026-01-13,02:00,1,Tuesday,0,0,Dilsukhnagar,17.3688,78.5247,57,50.54689270099738,391,Cloudy,22.5,0.3,0,0,0,0.146,Low
5817,2026-01-13,02:00,1,Tuesday,0,0,Charminar,17.3616,78.4747,62,43.22972749462582,327,Clear,23.5,0.0,0,0,0,0.19,Low
5818,2026-01-13,02:00,1,Tuesday,0,0,Koti,17.384,78.4867,51,42.66102733794651,287,Clear,21.1,0.0,0,0,0,0.178,Low
5819,2026-01-13,02:00,1,Tuesday,0,0,Paradise,17.443,78.4872,15,52.19496709180963,334,Clear,20.5,0.0,0,0,0,0.045,Low
5820,2026-01-13,02:00,1,Tuesday,0,0,Necklace Road,17.4239,78.4738,15,49.76702390901712,425,Rain,21.0,13.0,0,0,0,0.035,Low
5821,2026-01-13,03:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,64,46.020375893388234,308,Clear,22.4,0.0,0,0,0,0.208,Low
5822,2026-01-13,03:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,68,38.65036846529568,370,Rain,18.7,13.9,0,0,0,0.184,Low
5823,2026-01-13,03:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,114,36.041825852838805,348,Rain,19.7,17.0,0,0,0,0.328,Low
5824,2026-01-13,03:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,65,43.53310442998603,314,Clear,22.4,0.0,0,0,0,0.207,Low
5825,2026-01-13,03:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,73,43.47517625998142,321,Rain,21.2,8.5,0,0,0,0.227,Low
5826,2026-01-13,03:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,77,34.41505045604134,300,Clear,23.0,0.0,0,0,0,0.257,Low
5827,2026-01-13,03:00,1,Tuesday,0,0,Ameerpet,17.4375,78.4483,97,39.68098332487937,327,Clear,24.2,0.0,0,0,0,0.297,Low
5828,2026-01-13,03:00,1,Tuesday,0,0,Punjagutta,17.4254,78.449,59,48.582077551318434,299,Clear,21.2,0.0,0,0,0,0.197,Low
5829,2026-01-13,03:00,1,Tuesday,0,0,Begumpet,17.4447,78.4627,88,44.221061618173245,347,Clear,19.7,0.0,0,0,0,0.254,Low
5830,2026-01-13,03:00,1,Tuesday,0,0,Secunderabad,17.4399,78.4983,96,40.69079501481297,313,Clear,23.1,0.0,0,0,0,0.307,Low
5831,2026-01-13,03:00,1,Tuesday,0,0,LB Nagar,17.3457,78.5522,68,47.29591891602752,411,Cloudy,20.0,0.4,0,0,0,0.165,Low
5832,2026-01-13,03:00,1,Tuesday,0,0,Uppal,17.4058,78.5591,75,45.78556840234281,344,Clear,21.1,0.0,0,0,0,0.218,Low
5833,2026-01-13,03:00,1,Tuesday,0,0,Mehdipatnam,17.396,78.435,41,50.22045613474038,331,Cloudy,21.1,0.1,0,0,0,0.124,Low
5834,2026-01-13,03:00,1,Tuesday,0,0,Banjara Hills,17.4156,78.4346,55,43.6863411797237,311,Clear,22.6,0.0,0,0,0,0.177,Low
5835,2026-01-13,03:00,1,Tuesday,0,0,Jubilee Hills,17.4325,78.4071,53,38.96799905803161,415,Rain,21.9,17.1,0,0,0,0.128,Low
5836,2026-01-13,03:00,1,Tuesday,0,0,Dilsukhnagar,17.3688,78.5247,58,43.23997838725693,347,Clear,23.2,0.0,0,0,0,0.167,Low
5837,2026-01-13,03:00,1,Tuesday,0,0,Charminar,17.3616,78.4747,51,46.60063995384194,371,Clear,21.5,0.0,0,0,0,0.137,Low
5838,2026-01-13,03:00,1,Tuesday,0,0,Koti,17.384,78.4867,105,44.190690229122254,341,Clear,21.9,0.0,0,0,0,0.308,Low
5839,2026-01-13,03:00,1,Tuesday,0,0,Paradise,17.443,78.4872,60,43.97264942390331,298,Clear,21.2,0.0,0,0,0,0.201,Low
5840,2026-01-13,03:00,1,Tuesday,0,0,Necklace Road,17.4239,78.4738,53,46.06340402240021,458,Rain,20.3,15.7,0,0,0,0.116,Low
5841,2026-01-13,04:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,76,36.63663089616077,324,Rain,22.2,15.3,0,0,0,0.235,Low
5842,2026-01-13,04:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,73,41.03863748472765,387,Rain,18.0,2.4,0,0,0,0.189,Low
5843,2026-01-13,04:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,57,44.17178910797432,246,Cloudy,24.8,0.2,0,0,0,0.232,Low
5844,2026-01-13,04:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,40,49.48828032049398,253,Clear,26.0,0.0,0,0,0,0.158,Low
5845,2026-01-13,04:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,90,28.9969559389972,294,Heavy Rain,23.4,32.7,0,0,0,0.306,Low
5846,2026-01-13,04:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,116,27.586744284598293,336,Heavy Rain,25.0,42.7,0,0,0,0.345,Low
5847,2026-01-13,04:00,1,Tuesday,0,0,Ameerpet,17.4375,78.4483,63,48.10189436267051,271,Clear,23.9,0.0,0,0,0,0.232,Low
5848,2026-01-13,04:00,1,Tuesday,0,0,Punjagutta,17.4254,78.449,51,48.896367080610396,341,Clear,22.7,0.0,0,0,0,0.15,Low
5849,2026-01-13,04:00,1,Tuesday,0,0,Begumpet,17.4447,78.4627,21,53.94012718354108,327,Clear,24.3,0.0,0,0,0,0.064,Low
5850,2026-01-13,04:00,1,Tuesday,0,0,Secunderabad,17.4399,78.4983,90,42.781524754172004,332,Clear,26.4,0.0,0,0,0,0.271,Low
5851,2026-01-13,04:00,1,Tuesday,0,0,LB Nagar,17.3457,78.5522,59,46.945821858332685,378,Cloudy,25.9,0.5,0,0,0,0.156,Low
5852,2026-01-13,04:00,1,Tuesday,0,0,Uppal,17.4058,78.5591,81,43.32869003465119,422,Rain,19.5,15.6,0,0,0,0.192,Low
5853,2026-01-13,04:00,1,Tuesday,0,0,Mehdipatnam,17.396,78.435,49,50.66789463046018,311,Clear,22.3,0.0,0,0,0,0.158,Low
5854,2026-01-13,04:00,1,Tuesday,0,0,Banjara Hills,17.4156,78.4346,43,45.724406618508944,296,Clear,21.9,0.0,0,0,0,0.145,Low
5855,2026-01-13,04:00,1,Tuesday,0,0,Jubilee Hills,17.4325,78.4071,72,43.816510641368644,353,Clear,22.8,0.0,0,0,0,0.204,Low
5856,2026-01-13,04:00,1,Tuesday,0,0,Dilsukhnagar,17.3688,78.5247,58,44.290254380304766,307,Cloudy,25.4,0.3,0,0,0,0.189,Low
5857,2026-01-13,04:00,1,Tuesday,0,0,Charminar,17.3616,78.4747,92,40.60249600735047,311,Clear,24.5,0.0,0,0,0,0.296,Low
5858,2026-01-13,04:00,1,Tuesday,0,0,Koti,17.384,78.4867,37,45.10769186120148,278,Clear,26.4,0.0,0,0,0,0.133,Low
5859,2026-01-13,04:00,1,Tuesday,0,0,Paradise,17.443,78.4872,81,46.45042196505132,314,Clear,24.0,0.0,0,0,0,0.258,Low
5860,2026-01-13,04:00,1,Tuesday,0,0,Necklace Road,17.4239,78.4738,45,48.453526314283536,432,Clear,25.2,0.0,0,0,0,0.104,Low
5861,2026-01-13,05:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,74,42.896120249111554,325,Clear,25.4,0.0,0,0,0,0.228,Low
5862,2026-01-13,05:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,49,47.50831515809962,354,Clear,25.0,0.0,0,0,0,0.138,Low
5863,2026-01-13,05:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,75,40.463958840303526,276,Clear,22.3,0.0,0,0,0,0.272,Low
5864,2026-01-13,05:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,56,42.503263732633066,296,Rain,21.5,9.3,0,0,0,0.189,Low
5865,2026-01-13,05:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,49,43.57827861577455,307,Cloudy,23.8,0.1,0,0,0,0.16,Low
5866,2026-01-13,05:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,63,48.965756507796215,321,Clear,25.7,0.0,0,0,0,0.196,Low
5867,2026-01-13,05:00,1,Tuesday,0,0,Ameerpet,17.4375,78.4483,37,45.18244770205363,297,Clear,27.0,0.0,0,0,0,0.125,Low
5868,2026-01-13,05:00,1,Tuesday,0,0,Punjagutta,17.4254,78.449,103,28.545658995305114,289,Rain,22.8,15.6,0,0,0,0.356,Low
5869,2026-01-13,05:00,1,Tuesday,0,0,Begumpet,17.4447,78.4627,46,41.48042063441631,382,Clear,25.7,0.0,0,0,0,0.12,Low
5870,2026-01-13,05:00,1,Tuesday,0,0,Secunderabad,17.4399,78.4983,46,35.5419430441193,347,Heavy Rain,23.9,25.5,0,0,0,0.133,Low
5871,2026-01-13,05:00,1,Tuesday,0,0,LB Nagar,17.3457,78.5522,64,43.895313183187966,323,Clear,25.3,0.0,0,0,0,0.198,Low
5872,2026-01-13,05:00,1,Tuesday,0,0,Uppal,17.4058,78.5591,69,46.4957708071711,337,Clear,24.8,0.0,0,0,0,0.205,Low
5873,2026-01-13,05:00,1,Tuesday,0,0,Mehdipatnam,17.396,78.435,79,47.746554145262266,395,Clear,25.0,0.0,0,0,0,0.2,Low
5874,2026-01-13,05:00,1,Tuesday,0,0,Banjara Hills,17.4156,78.4346,62,44.919490533280815,334,Clear,26.5,0.0,0,0,0,0.186,Low
5875,2026-01-13,05:00,1,Tuesday,0,0,Jubilee Hills,17.4325,78.4071,48,45.90726326803507,361,Clear,25.8,0.0,0,0,0,0.133,Low
5876,2026-01-13,05:00,1,Tuesday,0,0,Dilsukhnagar,17.3688,78.5247,57,34.53462197652105,310,Rain,23.3,10.5,0,0,0,0.184,Low
5877,2026-01-13,05:00,1,Tuesday,0,0,Charminar,17.3616,78.4747,54,44.59219284614679,320,Clear,24.3,0.0,0,0,0,0.169,Low
5878,2026-01-13,05:00,1,Tuesday,0,0,Koti,17.384,78.4867,74,46.022694902615434,306,Cloudy,25.1,0.3,0,0,0,0.242,Low
5879,2026-01-13,05:00,1,Tuesday,0,0,Paradise,17.443,78.4872,66,42.93491095142457,384,Clear,24.7,0.0,0,0,0,0.172,Low
5880,2026-01-13,05:00,1,Tuesday,0,0,Necklace Road,17.4239,78.4738,22,47.212102486687115,392,Clear,26.1,0.0,0,0,0,0.056,Low
5881,2026-01-13,06:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,74,42.6617668086133,335,Clear,28.0,0.0,0,0,0,0.221,Low
5882,2026-01-13,06:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,55,42.75059506076119,377,Clear,28.7,0.0,0,0,0,0.146,Low
5883,2026-01-13,06:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,61,44.29591849922057,292,Clear,26.1,0.0,0,0,0,0.209,Low
5884,2026-01-13,06:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,86,43.46501797008154,298,Clear,26.9,0.0,0,0,0,0.289,Low
5885,2026-01-13,06:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,103,41.554856297034576,310,Clear,25.7,0.0,0,0,0,0.332,Low
5886,2026-01-13,06:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,59,48.63252706066311,371,Clear,27.3,0.0,0,0,0,0.159,Low
5887,2026-01-13,06:00,1,Tuesday,0,0,Ameerpet,17.4375,78.4483,65,37.205962207986545,257,Rain,26.4,11.2,0,0,0,0.253,Low
5888,2026-01-13,06:00,1,Tuesday,0,0,Punjagutta,17.4254,78.449,56,46.377257658885014,270,Clear,26.3,0.0,0,0,0,0.207,Low
5889,2026-01-13,06:00,1,Tuesday,0,0,Begumpet,17.4447,78.4627,44,43.70920993699552,315,Cloudy,25.5,0.4,0,0,0,0.14,Low
5890,2026-01-13,06:00,1,Tuesday,0,0,Secunderabad,17.4399,78.4983,63,45.50221554822528,324,Cloudy,26.5,0.3,0,0,0,0.194,Low
5891,2026-01-13,06:00,1,Tuesday,0,0,LB Nagar,17.3457,78.5522,64,44.207975260813654,335,Clear,27.9,0.0,0,0,1,0.191,Low
5892,2026-01-13,06:00,1,Tuesday,0,0,Uppal,17.4058,78.5591,63,41.80807609708508,394,Rain,25.3,5.2,0,0,0,0.16,Low
5893,2026-01-13,06:00,1,Tuesday,0,0,Mehdipatnam,17.396,78.435,61,48.24004136893371,367,Clear,28.9,0.0,0,0,0,0.166,Low
5894,2026-01-13,06:00,1,Tuesday,0,0,Banjara Hills,17.4156,78.4346,39,49.345004575186124,315,Clear,27.2,0.0,0,0,0,0.124,Low
5895,2026-01-13,06:00,1,Tuesday,0,0,Jubilee Hills,17.4325,78.4071,40,46.25716467794231,427,Cloudy,26.0,0.1,0,0,0,0.094,Low
5896,2026-01-13,06:00,1,Tuesday,0,0,Dilsukhnagar,17.3688,78.5247,78,42.47784024860252,300,Cloudy,26.5,0.1,0,0,0,0.26,Low
5897,2026-01-13,06:00,1,Tuesday,0,0,Charminar,17.3616,78.4747,48,50.86466265533314,332,Clear,26.9,0.0,0,0,0,0.145,Low
5898,2026-01-13,06:00,1,Tuesday,0,0,Koti,17.384,78.4867,58,48.13928478440164,281,Cloudy,26.8,0.3,0,0,0,0.206,Low
5899,2026-01-13,06:00,1,Tuesday,0,0,Paradise,17.443,78.4872,86,43.319062233104916,340,Clear,25.4,0.0,0,0,0,0.253,Low
5900,2026-01-13,06:00,1,Tuesday,0,0,Necklace Road,17.4239,78.4738,54,54.60214364250477,455,Clear,29.1,0.0,0,0,0,0.119,Low
5901,2026-01-13,07:00,1,Tuesday,0,0,Kukatpally,17.4849,78.4138,142,32.03852369010306,331,Clear,28.8,0.0,1,0,0,0.429,Medium
5902,2026-01-13,07:00,1,Tuesday,0,0,Miyapur,17.4969,78.357,121,30.762271197683226,391,Clear,28.6,0.0,1,0,0,0.309,Medium
5903,2026-01-13,07:00,1,Tuesday,0,0,Hitech City,17.4435,78.3772,172,19.876845949267704,275,Rain,28.6,4.9,1,0,0,0.625,High
5904,2026-01-13,07:00,1,Tuesday,0,0,Madhapur,17.4483,78.3915,189,27.022394127214497,306,Clear,27.4,0.0,1,0,0,0.618,High
5905,2026-01-13,07:00,1,Tuesday,0,0,Gachibowli,17.4401,78.3489,180,17.63124217926988,295,Heavy Rain,26.5,43.2,1,0,0,0.61,High
5906,2026-01-13,07:00,1,Tuesday,0,0,Kondapur,17.4587,78.368,150,24.989928479595772,368,Rain,24.3,5.2,1,0,0,0.408,Medium
